input_col	mapped_ensembl	method
OR6B2	ENSG00000182083	symbol
CLRN1	ENSG00000163646	symbol
RHBDL1	ENSG00000103269	symbol
ANKLE1	ENSG00000160117	symbol
SLC22A13	ENSG00000172940	symbol
APCDD1L	ENSG00000198768	symbol
FOXD4L5	ENSG00000204779	symbol
MSX2	ENSG00000120149	symbol
FAM47C	ENSG00000198173	symbol
C4orf51	ENSG00000237136	symbol
IGSF21	ENSG00000117154	symbol
TP73	ENSG00000078900	symbol
NPTX2	ENSG00000106236	symbol
SLCO4A1	ENSG00000101187	symbol
GPIHBP1	ENSG00000277494	symbol
CCDC116	ENSG00000161180	symbol
ANKRD24	ENSG00000089847	symbol
CC2D2B	ENSG00000188649	symbol
DNAH7	ENSG00000118997	symbol
APOC1P1	ENSG00000214855	symbol
LAMC3	ENSG00000050555	symbol
LRRN3	ENSG00000173114	symbol
CT45A2	ENSG00000271449	symbol
SPATA12	ENSG00000186451	symbol
ABCA17P	ENSG00000238098	symbol
LIPG	ENSG00000101670	symbol
MYOM3	ENSG00000142661	symbol
KLHL4	ENSG00000102271	symbol
TMEM130	ENSG00000166448	symbol
PRSS37	ENSG00000165076	symbol
TLE6	ENSG00000104953	symbol
DGKI	ENSG00000157680	symbol
PCDHB8	ENSG00000120322	symbol
RPS2P32	ENSG00000232818	symbol
GLIPR1L1	ENSG00000173401	symbol
PTGDR	ENSG00000168229	symbol
ADAM11	ENSG00000073670	symbol
SULT1A2	ENSG00000197165	symbol
PI15	ENSG00000137558	symbol
NLGN4X	ENSG00000146938	symbol
YJEFN3	ENSG00000250067	symbol
ATP4B	ENSG00000186009	symbol
C8orf48	ENSG00000164743	symbol
SPC24	ENSG00000161888	symbol
CDCA7	ENSG00000144354	symbol
PAPOLB	ENSG00000218823	symbol
TSPAN10	ENSG00000182612	symbol
RNASE13	ENSG00000206150	symbol
IGSF10	ENSG00000152580	symbol
LOXHD1	ENSG00000167210	symbol
FAM157A	ENSG00000236438	symbol
LIPH	ENSG00000163898	symbol
SH3RF2	ENSG00000156463	symbol
ZNF334	ENSG00000198185	symbol
STOX2	ENSG00000173320	symbol
RSPH4A	ENSG00000111834	symbol
HRH2	ENSG00000113749	symbol
GRAMD1B	ENSG00000023171	symbol
IGF2BP3	ENSG00000136231	symbol
PDZD7	ENSG00000186862	symbol
EPHA10	ENSG00000183317	symbol
OR1J4	ENSG00000239590	symbol
KCNT2	ENSG00000162687	symbol
GRM2	ENSG00000164082	symbol
SLCO1B1	ENSG00000134538	symbol
FAM162B	ENSG00000183807	symbol
HOXD10	ENSG00000128710	symbol
C17orf78	ENSG00000278505	symbol
PKIA	ENSG00000171033	symbol
PCDHGB5	ENSG00000276547	symbol
NPBWR1	ENSG00000288611	symbol
RYR1	ENSG00000196218	symbol
RND2	ENSG00000108830	symbol
LRRC4C	ENSG00000148948	symbol
LILRB5	ENSG00000105609	symbol
BCO2	ENSG00000197580	symbol
FER1L4	ENSG00000088340	symbol
KRT27	ENSG00000171446	symbol
NRXN3	ENSG00000021645	symbol
S100A9	ENSG00000163220	symbol
MAGEB6	ENSG00000176746	symbol
PLCH2	ENSG00000149527	symbol
ADAMTSL5	ENSG00000185761	symbol
USH2A	ENSG00000042781	symbol
SFTPC	ENSG00000168484	symbol
SPATA1	ENSG00000122432	symbol
SERHL2	ENSG00000183569	symbol
PAQR9	ENSG00000188582	symbol
HSD11B1	ENSG00000117594	symbol
ITK	ENSG00000113263	symbol
DNAH5	ENSG00000039139	symbol
HBB	ENSG00000244734	symbol
CEACAM22P	ENSG00000230666	symbol
GALNT5	ENSG00000136542	symbol
TPH2	ENSG00000139287	symbol
CHRNA5	ENSG00000169684	symbol
DEFB126	ENSG00000125788	symbol
GLDN	ENSG00000186417	symbol
LRIT3	ENSG00000183423	symbol
OR8A1	ENSG00000196119	symbol
CHRNG	ENSG00000196811	symbol
FA2H	ENSG00000103089	symbol
MTNR1B	ENSG00000134640	symbol
MYBPHL	ENSG00000221986	symbol
PYGM	ENSG00000068976	symbol
LEAP2	ENSG00000164406	symbol
TAS2R43	ENSG00000255374	symbol
SNORA67	ENSG00000277985	symbol
CCL27	ENSG00000213927	symbol
ATP4A	ENSG00000105675	symbol
FOXD4L1	ENSG00000184492	symbol
ANXA8L1	ENSG00000264230	symbol
RNF175	ENSG00000145428	symbol
KCNIP2	ENSG00000120049	symbol
CDH16	ENSG00000166589	symbol
GRK1	ENSG00000185974	symbol
IGFL4	ENSG00000204869	symbol
TAS2R13	ENSG00000212128	symbol
EFCAB10	ENSG00000185055	symbol
IL25	ENSG00000166090	symbol
POU5F1B	ENSG00000212993	symbol
RET	ENSG00000165731	symbol
EFCAB6	ENSG00000186976	symbol
OR2A4	ENSG00000180658	symbol
PPM1N	ENSG00000213889	symbol
ATXN8OS	ENSG00000230223	symbol
GPR150	ENSG00000178015	symbol
USP9Y	ENSG00000114374	symbol
LONRF2	ENSG00000170500	symbol
KLRK1	ENSG00000213809	symbol
CTAGE6	ENSG00000271321	symbol
KDM5D	ENSG00000012817	symbol
HLA-DOB	ENSG00000241106	symbol
CAMK4	ENSG00000152495	symbol
SCARNA9	ENSG00000254911	symbol
KCP	ENSG00000135253	symbol
PABPC1L2A	ENSG00000186288	symbol
EME2	ENSG00000197774	symbol
SPATA3	ENSG00000173699	symbol
POTEG	ENSG00000187537	symbol
ETV3L	ENSG00000253831	symbol
TSPAN1	ENSG00000117472	symbol
PLAC9	ENSG00000189129	symbol
FEV	ENSG00000163497	symbol
AANAT	ENSG00000129673	symbol
STK32B	ENSG00000152953	symbol
OMD	ENSG00000127083	symbol
RASL10A	ENSG00000100276	symbol
PF4V1	ENSG00000109272	symbol
HTN1	ENSG00000126550	symbol
CCDC42	ENSG00000161973	symbol
SERP2	ENSG00000151778	symbol
DEGS2	ENSG00000168350	symbol
SFRP1	ENSG00000104332	symbol
MAMDC2	ENSG00000165072	symbol
SMAD9	ENSG00000120693	symbol
FAM138F	ENSG00000282591	symbol
CASR	ENSG00000036828	symbol
RTP1	ENSG00000175077	symbol
ACSM2A	ENSG00000183747	symbol
CARD18	ENSG00000255501	symbol
C3orf49	ENSG00000163632	symbol
UBXN10	ENSG00000162543	symbol
CXCR3	ENSG00000186810	symbol
TMEM108	ENSG00000144868	symbol
TAS2R1	ENSG00000169777	symbol
NKPD1	ENSG00000179846	symbol
TREM1	ENSG00000124731	symbol
ZNF804A	ENSG00000170396	symbol
FIGLA	ENSG00000183733	symbol
RYR3	ENSG00000198838	symbol
LRRTM2	ENSG00000146006	symbol
UNC5C	ENSG00000182168	symbol
CXCR2	ENSG00000180871	symbol
NHLRC4	ENSG00000257108	symbol
HOXB9	ENSG00000170689	symbol
OR3A1	ENSG00000180090	symbol
MEOX2	ENSG00000106511	symbol
KCNQ3	ENSG00000184156	symbol
GLIPR1L2	ENSG00000180481	symbol
TGIF2LX	ENSG00000153779	symbol
TTLL9	ENSG00000131044	symbol
MMP26	ENSG00000167346	symbol
GJD4	ENSG00000177291	symbol
SLC38A8	ENSG00000166558	symbol
PCDHGA5	ENSG00000253485	symbol
SLFNL1	ENSG00000171790	symbol
RSPH1	ENSG00000160188	symbol
WFIKKN1	ENSG00000127578	symbol
SULT2B1	ENSG00000088002	symbol
BDKRB1	ENSG00000100739	symbol
SIX2	ENSG00000170577	symbol
RCOR2	ENSG00000167771	symbol
OR4C6	ENSG00000181903	symbol
SULT1C4	ENSG00000198075	symbol
MCOLN3	ENSG00000055732	symbol
YBX2	ENSG00000006047	symbol
GGN	ENSG00000179168	symbol
NGF	ENSG00000134259	symbol
SERINC4	ENSG00000184716	symbol
CNPY1	ENSG00000146910	symbol
VWCE	ENSG00000167992	symbol
SPAG8	ENSG00000137098	symbol
CHRM5	ENSG00000184984	symbol
HTR1F	ENSG00000179097	symbol
SCN10A	ENSG00000185313	symbol
IL26	ENSG00000111536	symbol
F2	ENSG00000180210	symbol
CYTL1	ENSG00000170891	symbol
TCHH	ENSG00000159450	symbol
SMR3A	ENSG00000109208	symbol
CSNK1A1L	ENSG00000180138	symbol
KRT33B	ENSG00000131738	symbol
ZNF257	ENSG00000197134	symbol
RBM20	ENSG00000203867	symbol
DIRC3	ENSG00000231672	symbol
FHL5	ENSG00000112214	symbol
LOC284798	ENSG00000230725	symbol
SIX1	ENSG00000126778	symbol
PCDHB11	ENSG00000197479	symbol
GDPD3	ENSG00000102886	symbol
AADACL3	ENSG00000188984	symbol
CRCT1	ENSG00000169509	symbol
OR1Q1	ENSG00000165202	symbol
CCL8	ENSG00000108700	symbol
SCN9A	ENSG00000169432	symbol
ABHD1	ENSG00000143994	symbol
DPRXP4	ENSG00000264743	symbol
FLRT1	ENSG00000126500	symbol
MAPK10	ENSG00000109339	symbol
HTR7	ENSG00000148680	symbol
ZPBP2	ENSG00000186075	symbol
CCDC74B	ENSG00000152076	symbol
FOXD4	ENSG00000170122	symbol
KLHDC7B	ENSG00000130487	symbol
TOX	ENSG00000198846	symbol
MYOD1	ENSG00000129152	symbol
ABCG4	ENSG00000172350	symbol
SST	ENSG00000157005	symbol
PPFIA4	ENSG00000143847	symbol
KCNAB3	ENSG00000170049	symbol
COL20A1	ENSG00000101203	symbol
PLD4	ENSG00000166428	symbol
AFF3	ENSG00000144218	symbol
PATE4	ENSG00000237353	symbol
TMEM63C	ENSG00000165548	symbol
NXPH4	ENSG00000182379	symbol
ASZ1	ENSG00000154438	symbol
CYP2J2	ENSG00000134716	symbol
GCNT4	ENSG00000176928	symbol
DDX4	ENSG00000152670	symbol
RASSF6	ENSG00000169435	symbol
VCX3B	ENSG00000205642	symbol
TNF	ENSG00000232810	symbol
KHDC1	ENSG00000135314	symbol
ANGPTL1	ENSG00000116194	symbol
DMKN	ENSG00000161249	symbol
ACSBG1	ENSG00000103740	symbol
LGALS9C	ENSG00000171916	symbol
POTEB	ENSG00000233917	symbol
LAMA1	ENSG00000101680	symbol
ZG16B	ENSG00000162078	symbol
KIF4B	ENSG00000226650	symbol
SERPINE3	ENSG00000253309	symbol
CCDC17	ENSG00000159588	symbol
NEUROD1	ENSG00000162992	symbol
GGTLC2	ENSG00000100121	symbol
SELE	ENSG00000007908	symbol
GDF15	ENSG00000130513	symbol
S1PR4	ENSG00000125910	symbol
HYDIN	ENSG00000157423	symbol
ESPN	ENSG00000187017	symbol
ITGB6	ENSG00000115221	symbol
SCUBE2	ENSG00000175356	symbol
DCST2	ENSG00000163354	symbol
VGLL2	ENSG00000170162	symbol
DDIT4L	ENSG00000145358	symbol
RDH8	ENSG00000080511	symbol
APOBEC1	ENSG00000111701	symbol
LHX4	ENSG00000121454	symbol
SLA2	ENSG00000101082	symbol
SGCZ	ENSG00000185053	symbol
RUNX1T1	ENSG00000079102	symbol
S100A1	ENSG00000160678	symbol
ZSCAN10	ENSG00000130182	symbol
CRLF2	ENSG00000205755	symbol
TESC	ENSG00000088992	symbol
GADL1	ENSG00000144644	symbol
DRD5	ENSG00000169676	symbol
CYSLTR2	ENSG00000152207	symbol
FEZF2	ENSG00000153266	symbol
GIPC2	ENSG00000137960	symbol
ATP2A1	ENSG00000196296	symbol
TRPM1	ENSG00000134160	symbol
CD200R1	ENSG00000163606	symbol
KNG1	ENSG00000113889	symbol
WNT7B	ENSG00000188064	symbol
CORIN	ENSG00000145244	symbol
GSTA5	ENSG00000182793	symbol
DPY19L2	ENSG00000177990	symbol
MEG3	ENSG00000214548	symbol
WNT3	ENSG00000108379	symbol
DNAJC12	ENSG00000108176	symbol
SLC1A1	ENSG00000106688	symbol
CAMK2N2	ENSG00000163888	symbol
SPINK13	ENSG00000214510	symbol
FBXL13	ENSG00000161040	symbol
BHLHE22	ENSG00000180828	symbol
INSL5	ENSG00000172410	symbol
SLC15A2	ENSG00000163406	symbol
TBC1D3H	ENSG00000274226	symbol
SLC6A19	ENSG00000174358	symbol
RRN3P1	ENSG00000248124	symbol
GZMA	ENSG00000145649	symbol
PEG3	ENSG00000198300	symbol
SEMG2	ENSG00000124157	symbol
NKAIN3	ENSG00000185942	symbol
ZNF215	ENSG00000149054	symbol
UBD	ENSG00000213886	symbol
AFF2	ENSG00000155966	symbol
NXF2	ENSG00000269405	symbol
ENTPD3	ENSG00000168032	symbol
F10	ENSG00000126218	symbol
PAX8	ENSG00000125618	symbol
MPZ	ENSG00000158887	symbol
BAIAP3	ENSG00000007516	symbol
VNN2	ENSG00000112303	symbol
CFP	ENSG00000126759	symbol
BEX2	ENSG00000133134	symbol
SNORD94	ENSG00000208772	symbol
RHOXF2B	ENSG00000203989	symbol
KRT74	ENSG00000170484	symbol
CXCL11	ENSG00000169248	symbol
KRTAP1-1	ENSG00000188581	symbol
GNAO1	ENSG00000087258	symbol
CLSTN2	ENSG00000158258	symbol
HS3ST2	ENSG00000122254	symbol
SLC16A9	ENSG00000165449	symbol
PCDHB6	ENSG00000113211	symbol
MDH1B	ENSG00000138400	symbol
FUNDC2P2	ENSG00000182814	symbol
PHOX2A	ENSG00000165462	symbol
MEP1B	ENSG00000141434	symbol
TCEAL5	ENSG00000204065	symbol
OR2A1	ENSG00000221970	symbol
ALDH3B2	ENSG00000132746	symbol
C10orf105	ENSG00000214688	symbol
TTLL7	ENSG00000137941	symbol
NAT1	ENSG00000171428	symbol
ZNF883	ENSG00000228623	symbol
TAS2R40	ENSG00000221937	symbol
HOXD3	ENSG00000128652	symbol
FBXO16	ENSG00000214050	symbol
TEX13B	ENSG00000170925	symbol
OTC	ENSG00000036473	symbol
ALPK2	ENSG00000198796	symbol
IL11	ENSG00000095752	symbol
LYZL1	ENSG00000120563	symbol
FGF3	ENSG00000186895	symbol
SLC16A7	ENSG00000118596	symbol
MORN3	ENSG00000139714	symbol
STAT4	ENSG00000138378	symbol
SYNGR3	ENSG00000127561	symbol
ZYG11A	ENSG00000203995	symbol
ACOX2	ENSG00000168306	symbol
NMNAT2	ENSG00000157064	symbol
OR1C1	ENSG00000221888	symbol
LRRN1	ENSG00000175928	symbol
CXADR	ENSG00000154639	symbol
